Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",3146,2734,48,158,37,16,153
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",17603,15703,901,323,190,34,452
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",20749,18437,949,481,227,50,605
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4756,4108,60,254,53,22,259
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",33335,30459,957,550,401,65,903
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",38091,34567,1017,804,454,87,1162
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",1610,1374,12,96,16,6,106
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15732,14756,56,227,211,31,451
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17342,16130,68,323,227,37,557
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",3146,2734,48,158,37,16,153
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",17603,15703,901,323,190,34,452
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",20749,18437,949,481,227,50,605
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4756,4108,60,254,53,22,259
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",33335,30459,957,550,401,65,903
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",38091,34567,1017,804,454,87,1162
est72010,1-Jul-10,female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",1612,1376,11,97,16,6,106
est72010,1-Jul-10,female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15700,14722,58,227,212,31,450
est72010,1-Jul-10,female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17312,16098,69,324,228,37,556
est72010,1-Jul-10,male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",3095,2680,47,162,38,16,152
est72010,1-Jul-10,male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",17462,15607,852,318,192,39,454
est72010,1-Jul-10,male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",20557,18287,899,480,230,55,606
est72010,1-Jul-10,totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4707,4056,58,259,54,22,258
est72010,1-Jul-10,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",33162,30329,910,545,404,70,904
est72010,1-Jul-10,totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",37869,34385,968,804,458,92,1162
est72011,1-Jul-11,female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",1666,1411,14,108,16,7,110
est72011,1-Jul-11,female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15566,14589,60,222,215,31,449
est72011,1-Jul-11,female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17232,16000,74,330,231,38,559
est72011,1-Jul-11,male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",3062,2635,50,159,43,21,154
est72011,1-Jul-11,male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",17230,15418,814,324,180,40,454
est72011,1-Jul-11,male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",20292,18053,864,483,223,61,608
est72011,1-Jul-11,totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4728,4046,64,267,59,28,264
est72011,1-Jul-11,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",32796,30007,874,546,395,71,903
est72011,1-Jul-11,totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",37524,34053,938,813,454,99,1167
est72012,1-Jul-12,female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",1719,1465,16,104,17,6,111
est72012,1-Jul-12,female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15411,14400,71,217,222,32,469
est72012,1-Jul-12,female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17130,15865,87,321,239,38,580
est72012,1-Jul-12,male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",2997,2606,44,149,42,16,140
est72012,1-Jul-12,male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",16962,15247,733,324,181,30,447
est72012,1-Jul-12,male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",19959,17853,777,473,223,46,587
est72012,1-Jul-12,totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4716,4071,60,253,59,22,251
est72012,1-Jul-12,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",32373,29647,804,541,403,62,916
est72012,1-Jul-12,totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",37089,33718,864,794,462,84,1167
est72013,1-Jul-13,female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",1778,1498,16,111,21,7,125
est72013,1-Jul-13,female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15327,14304,71,217,229,32,474
est72013,1-Jul-13,female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17105,15802,87,328,250,39,599
est72013,1-Jul-13,male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",2843,2431,42,149,51,19,151
est72013,1-Jul-13,male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",16628,15036,633,309,177,29,444
est72013,1-Jul-13,male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",19471,17467,675,458,228,48,595
est72013,1-Jul-13,totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4621,3929,58,260,72,26,276
est72013,1-Jul-13,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",31955,29340,704,526,406,61,918
est72013,1-Jul-13,totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",36576,33269,762,786,478,87,1194
est72014,1-Jul-14,female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",1823,1536,15,113,22,9,128
est72014,1-Jul-14,female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15373,14318,74,221,245,34,481
est72014,1-Jul-14,female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17196,15854,89,334,267,43,609
est72014,1-Jul-14,male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",2909,2486,46,155,50,16,156
est72014,1-Jul-14,male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",16634,15033,637,316,183,30,435
est72014,1-Jul-14,male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",19543,17519,683,471,233,46,591
est72014,1-Jul-14,totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4732,4022,61,268,72,25,284
est72014,1-Jul-14,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",32007,29351,711,537,428,64,916
est72014,1-Jul-14,totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",36739,33373,772,805,500,89,1200
est72015,1-Jul-15,female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",1922,1624,19,117,22,10,130
est72015,1-Jul-15,female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15374,14315,66,234,258,35,466
est72015,1-Jul-15,female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17296,15939,85,351,280,45,596
est72015,1-Jul-15,male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",3014,2571,51,163,52,16,161
est72015,1-Jul-15,male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",16716,15065,638,334,200,29,450
est72015,1-Jul-15,male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",19730,17636,689,497,252,45,611
est72015,1-Jul-15,totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",4936,4195,70,280,74,26,291
est72015,1-Jul-15,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",32090,29380,704,568,458,64,916
est72015,1-Jul-15,totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",37026,33575,774,848,532,90,1207
est72016,1-Jul-16,female,Female,hisp,Hispanic,0500000US06005,6005,"Amador County, California",2008,1667,21,138,23,10,149
est72016,1-Jul-16,female,Female,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",15476,14372,72,246,286,38,462
est72016,1-Jul-16,female,Female,tothisp,Total,0500000US06005,6005,"Amador County, California",17484,16039,93,384,309,48,611
est72016,1-Jul-16,male,Male,hisp,Hispanic,0500000US06005,6005,"Amador County, California",3094,2624,48,181,49,16,176
est72016,1-Jul-16,male,Male,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",16805,15111,647,334,217,33,463
est72016,1-Jul-16,male,Male,tothisp,Total,0500000US06005,6005,"Amador County, California",19899,17735,695,515,266,49,639
est72016,1-Jul-16,totsex,Both Sexes,hisp,Hispanic,0500000US06005,6005,"Amador County, California",5102,4291,69,319,72,26,325
est72016,1-Jul-16,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06005,6005,"Amador County, California",32281,29483,719,580,503,71,925
est72016,1-Jul-16,totsex,Both Sexes,tothisp,Total,0500000US06005,6005,"Amador County, California",37383,33774,788,899,575,97,1250
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",15116,12961,299,834,156,67,799
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",95953,84589,1343,1727,4506,199,3589
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",111069,97550,1642,2561,4662,266,4388
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16000,13775,257,907,178,59,824
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",92931,81252,1810,1687,4498,222,3462
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",108931,95027,2067,2594,4676,281,4286
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",31116,26736,556,1741,334,126,1623
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",188884,165841,3153,3414,9004,421,7051
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",220000,192577,3709,5155,9338,547,8674
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",15116,12961,299,834,156,67,799
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",95953,84589,1343,1727,4506,199,3589
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",111069,97550,1642,2561,4662,266,4388
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16000,13775,257,907,178,59,824
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",92931,81252,1810,1687,4498,222,3462
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",108931,95027,2067,2594,4676,281,4286
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",31116,26736,556,1741,334,126,1623
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",188884,165841,3153,3414,9004,421,7051
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",220000,192577,3709,5155,9338,547,8674
est72010,1-Jul-10,female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",15218,13008,309,840,155,67,839
est72010,1-Jul-10,female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",95892,84463,1338,1747,4534,209,3601
est72010,1-Jul-10,female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",111110,97471,1647,2587,4689,276,4440
est72010,1-Jul-10,male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16062,13814,260,908,182,75,823
est72010,1-Jul-10,male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",92811,81107,1807,1691,4516,221,3469
est72010,1-Jul-10,male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",108873,94921,2067,2599,4698,296,4292
est72010,1-Jul-10,totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",31280,26822,569,1748,337,142,1662
est72010,1-Jul-10,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",188703,165570,3145,3438,9050,430,7070
est72010,1-Jul-10,totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",219983,192392,3714,5186,9387,572,8732
est72011,1-Jul-11,female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",15641,13317,336,892,158,62,876
est72011,1-Jul-11,female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",95407,83801,1334,1757,4644,211,3660
est72011,1-Jul-11,female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",111048,97118,1670,2649,4802,273,4536
est72011,1-Jul-11,male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16382,14071,277,932,186,75,841
est72011,1-Jul-11,male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",92557,80724,1824,1706,4592,220,3491
est72011,1-Jul-11,male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",108939,94795,2101,2638,4778,295,4332
est72011,1-Jul-11,totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",32023,27388,613,1824,344,137,1717
est72011,1-Jul-11,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",187964,164525,3158,3463,9236,431,7151
est72011,1-Jul-11,totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",219987,191913,3771,5287,9580,568,8868
est72012,1-Jul-12,female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16044,13665,333,919,157,67,903
est72012,1-Jul-12,female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",95637,83992,1310,1768,4675,214,3678
est72012,1-Jul-12,female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",111681,97657,1643,2687,4832,281,4581
est72012,1-Jul-12,male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16781,14412,282,965,183,81,858
est72012,1-Jul-12,male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",92718,80743,1826,1689,4679,223,3558
est72012,1-Jul-12,male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",109499,95155,2108,2654,4862,304,4416
est72012,1-Jul-12,totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",32825,28077,615,1884,340,148,1761
est72012,1-Jul-12,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",188355,164735,3136,3457,9354,437,7236
est72012,1-Jul-12,totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",221180,192812,3751,5341,9694,585,8997
est72013,1-Jul-13,female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16478,13991,331,982,170,72,932
est72013,1-Jul-13,female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",95728,83958,1344,1779,4681,214,3752
est72013,1-Jul-13,female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",112206,97949,1675,2761,4851,286,4684
est72013,1-Jul-13,male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",17172,14752,287,993,183,83,874
est72013,1-Jul-13,male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",92738,80598,1885,1702,4730,222,3601
est72013,1-Jul-13,male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",109910,95350,2172,2695,4913,305,4475
est72013,1-Jul-13,totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",33650,28743,618,1975,353,155,1806
est72013,1-Jul-13,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",188466,164556,3229,3481,9411,436,7353
est72013,1-Jul-13,totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",222116,193299,3847,5456,9764,591,9159
est72014,1-Jul-14,female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",16939,14385,312,1019,176,74,973
est72014,1-Jul-14,female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",96274,84207,1352,1816,4825,222,3852
est72014,1-Jul-14,female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",113213,98592,1664,2835,5001,296,4825
est72014,1-Jul-14,male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",17534,15103,268,999,196,82,886
est72014,1-Jul-14,male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",93227,80769,1910,1731,4854,226,3737
est72014,1-Jul-14,male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",110761,95872,2178,2730,5050,308,4623
est72014,1-Jul-14,totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",34473,29488,580,2018,372,156,1859
est72014,1-Jul-14,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",189501,164976,3262,3547,9679,448,7589
est72014,1-Jul-14,totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",223974,194464,3842,5565,10051,604,9448
est72015,1-Jul-15,female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",17338,14705,325,1043,175,79,1011
est72015,1-Jul-15,female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",96506,84164,1374,1803,4960,226,3979
est72015,1-Jul-15,female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",113844,98869,1699,2846,5135,305,4990
est72015,1-Jul-15,male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",17945,15499,286,983,197,86,894
est72015,1-Jul-15,male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",93462,80680,1962,1713,5027,229,3851
est72015,1-Jul-15,male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",111407,96179,2248,2696,5224,315,4745
est72015,1-Jul-15,totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",35283,30204,611,2026,372,165,1905
est72015,1-Jul-15,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",189968,164844,3336,3516,9987,455,7830
est72015,1-Jul-15,totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",225251,195048,3947,5542,10359,620,9735
est72016,1-Jul-16,female,Female,hisp,Hispanic,0500000US06007,6007,"Butte County, California",17818,15097,338,1073,182,78,1050
est72016,1-Jul-16,female,Female,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",96809,84195,1416,1769,5132,225,4072
est72016,1-Jul-16,female,Female,tothisp,Total,0500000US06007,6007,"Butte County, California",114627,99292,1754,2842,5314,303,5122
est72016,1-Jul-16,male,Male,hisp,Hispanic,0500000US06007,6007,"Butte County, California",18464,15951,299,997,212,87,918
est72016,1-Jul-16,male,Male,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",93773,80699,2027,1690,5178,237,3942
est72016,1-Jul-16,male,Male,tothisp,Total,0500000US06007,6007,"Butte County, California",112237,96650,2326,2687,5390,324,4860
est72016,1-Jul-16,totsex,Both Sexes,hisp,Hispanic,0500000US06007,6007,"Butte County, California",36282,31048,637,2070,394,165,1968
est72016,1-Jul-16,totsex,Both Sexes,nhisp,Not Hispanic,0500000US06007,6007,"Butte County, California",190582,164894,3443,3459,10310,462,8014
est72016,1-Jul-16,totsex,Both Sexes,tothisp,Total,0500000US06007,6007,"Butte County, California",226864,195942,4080,5529,10704,627,9982
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US06009,6009,"Calaveras County, California",2215,1888,25,136,33,3,130
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US06009,6009,"Calaveras County, California",20541,19216,121,262,310,38,594
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US06009,6009,"Calaveras County, California",22756,21104,146,398,343,41,724
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US06009,6009,"Calaveras County, California",2488,2153,23,132,38,6,136
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US06009,6009,"Calaveras County, California",20334,18942,239,272,230,34,617
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US06009,6009,"Calaveras County, California",22822,21095,262,404,268,40,753
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US06009,6009,"Calaveras County, California",4703,4041,48,268,71,9,266
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US06009,6009,"Calaveras County, California",40875,38158,360,534,540,72,1211
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US06009,6009,"Calaveras County, California",45578,42199,408,802,611,81,1477
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US06009,6009,"Calaveras County, California",2215,1888,25,136,33,3,130
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US06009,6009,"Calaveras County, California",20541,19216,121,262,310,38,594
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US06009,6009,"Calaveras County, California",22756,21104,146,398,343,41,724
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US06009,6009,"Calaveras County, California",2488,2153,23,132,38,6,136
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US06009,6009,"Calaveras County, California",20334,18942,239,272,230,34,617
